radius_kpc,v_obs_kms,v_err_kms,v_disk_kms,v_bulge_kms,v_gas_kms
0.76,77.0,10.0,70.72,0.0,4.04
1.52,100.0,5.0,123.17,0.0,7.62
2.28,110.0,2.0,142.64,0.0,9.72
3.04,118.0,2.0,134.42,0.0,12.42
3.79,121.0,2.0,121.97,0.0,13.35
4.55,121.0,2.0,111.53,0.0,14.78
5.31,117.0,2.0,103.23,0.0,17.55
6.07,116.0,2.0,96.65,0.0,19.2
6.83,116.0,2.0,91.96,0.0,20.33
7.59,116.0,2.0,87.62,0.0,21.66
8.35,115.0,1.0,83.25,0.0,22.79
9.11,115.0,1.0,79.58,0.0,23.92
9.86,116.0,1.0,76.81,0.0,24.84
10.64,117.0,1.0,74.18,0.0,25.46
11.38,117.0,1.0,71.5,0.0,26.38
12.12,118.0,1.0,69.18,0.0,27.2
12.86,117.0,1.0,67.04,0.0,28.13
13.7,116.0,1.0,64.84,0.0,28.74
14.44,115.0,1.0,63.05,0.0,28.64
15.18,117.0,1.0,61.39,0.0,28.33
15.91,116.0,1.0,59.88,0.0,28.13
16.65,115.0,2.0,58.45,0.0,28.33
17.49,115.0,2.0,56.93,0.0,28.23
18.23,115.0,2.0,55.71,0.0,27.82
18.97,114.0,2.0,54.55,0.0,27.2
19.71,115.0,2.0,53.46,0.0,26.9
20.45,114.0,2.0,52.44,0.0,26.69
21.29,116.0,2.0,51.35,0.0,26.49
22.03,115.0,3.0,50.44,0.0,26.18
22.76,118.0,4.0,49.61,0.0,25.87
23.5,115.0,10.0,48.79,0.0,25.46
